WordPress plugin WP Statistics 跨站脚本漏洞|CNNVD-202202-1888|2022-02-24|2022-03-10| |中危|跨站脚本|WordPress是Wordpress基金会的一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin WP Statistics 存在跨站脚本漏洞，攻击者可利用该漏洞注入任意web脚本，当网站管理员查看网站统计数据时执行。|CVE-2022-25307| | | | | | | | 
IBM Vios 输入验证错误漏洞|CNNVD-202202-1925|2022-02-24|2022-03-07| |中危|输入验证错误|IBM Vios是美国IBM公司的PowerVm® Editions 硬件功能的一部分。有助于在服务器内的客户端逻辑分区之间共享物理 I/O 资源。 IBM VIOS smbcd存在输入验证错误漏洞，该漏洞源于守护程序中的本地拒绝服务。|CVE-2021-38993| | | | | | | | 
zip4j 安全漏洞|CNNVD-202202-1857|2022-02-24|2022-04-14| |中危|其他|Zip4j是Srikanth Reddy Lingala个人开发者的用于 zip 文件和流的 Java 库。 zip4j 存在安全漏洞，该漏洞源于在解析一个特别制作的ZIP文件时，zip4j(最高为2.9.0)可以抛出各种未捕获的异常，这可能会导致应用程序崩溃。攻击者可利用该漏洞来对使用zip4j库的服务发起拒绝服务攻击。|CVE-2022-24615| | | | | | | | 
Tenda AC9 缓冲区错误漏洞|CNNVD-202202-1830|2022-02-24|2022-03-04| |超危|缓冲区错误|Tenda AC9是中国腾达（Tenda）公司的一款无线路由器。 Tenda AC9 中存在缓冲区错误漏洞，该漏洞源于产品的NPTR参数未能正确处理内存边界。攻击者可通过该漏洞导致缓冲区溢出。以下产品及版本受到影响：Tenda AC9 V15.03.2.21 版本。|CVE-2022-25414| | | | | | | | 
Stanford CoreNlp 注入漏洞|CNNVD-202202-1877|2022-02-24|2022-07-14| |超危|注入|Stanford CoreNlp是美国Stanford Nlp Group团队的一套开源的，用 Java 编写的自然语言分析工具。 CoreNLP 4.3.2 存在注入漏洞，该漏洞源于 NERServlet.java 中的classifier。|CVE-2021-44550| | | | | | | | 
Hms 访问控制错误漏洞|CNNVD-202202-1833|2022-02-24|2022-03-04| |超危|授权问题|Hms是孟加拉国Kabir Khyrul个人开发者的一种基于计算机或网络的医院管理系统。有助于管理医院或任何医疗机构的运作。 HMS 中存在访问控制错误漏洞，该漏洞源于产品未对PHP文件访问进行有效限制。未经身份验证的攻击者可利用该漏洞读取和修改所有PHP文件。以下产品及版本受到影响：HMS v1.0 版本。|CVE-2022-25402| | | | | | | | 
Anuko Time Tracker 跨站脚本漏洞|CNNVD-202202-1819|2022-02-24|2022-03-10| |中危|跨站脚本|Anuko Time Tracker是个人开发者的一个开源的时间统计系统。用于统计员工在各个工作上花费时间的一个平台。 Anuko Time Tracker 1.20.0.5646之前版本存在跨站脚本漏洞，该漏洞源于软件中的ttUser.class.php没有为显示而转义或过滤主组名。因此，登录用户可以使用JavaScript元素修改主组名。这样的脚本可以在用户浏览器中对显示主组名的页面执行后续请求。|CVE-2022-24708| | | | | | | | 
USBGuard 安全漏洞|CNNVD-202202-1881|2022-02-24|2022-04-12| |高危|其他|UsbGuard是一个软件框架。用于实现 Usb 设备授权策略以及使用方法策略。 USBGuard 1.1.0之前版本存在安全漏洞，该漏洞源于非特权用户可以让USBGuard连接所有的USB设备。|CVE-2019-25058| | | | | | | | 
Echo Dot 命令注入漏洞|CNNVD-202202-1821|2022-02-24|2022-03-10| |超危|命令注入|Amazon Echo Dot是美国亚马逊（Amazon）公司的一款声控扬声器。可使用 Alexa 播放音乐、控制智能家居设备、拨打电话、回答问题、设置定时器和闹钟等。 Amazon Echo Dot 第三代和第四代存在安全漏洞，该漏洞源于设备中和音频输出不当，允许任意语音命令执行。|CVE-2022-25809| | | | | | | | 
LimeSurvey 代码问题漏洞|CNNVD-202202-1870|2022-02-24|2022-03-10| |高危|代码问题|LimeSurvey（前称PHPSurveyor）是LimeSurvey（Limesurvey）团队的一套开源的在线问卷调查程序，它支持调查程序开发、调查问卷发布以及数据收集等功能。 LimeSurvey 5.2.4 存在安全漏洞，该漏洞允许远程恶意用户上传任意PHP代码文件。|CVE-2021-44967| | | | | | | | 
WatchGuard Firebox安全漏洞|CNNVD-202202-1835|2022-02-24|2022-03-10| |中危|其他|Watchguard WatchGuard Firebox是美国Watchguard公司的提供全面的网路安全服务，从传统的IPS、GAV，网站/ 应用程式控制及恶意软体防范。 多款 WatchGuard 产品中存在安全漏洞，该漏洞源于产品未对非特权用户添加有效的权限管理措施。攻击者可通过该漏洞修改用户凭据。|CVE-2022-25363| | | | | | | | 
Sourcecodester Hospital Patient Records Management System SQL注入漏洞|CNNVD-202202-1891|2022-02-24|2022-03-07| |超危|SQL注入|Sourcecodester Hospital Patient Records Management System是一个基于 Web 的应用程序，为医院提供了一个自动化平台来存储和管理其患者记录。 Hospital Patient Record Management System v1.0 存在SQL注入漏洞，该漏洞通过/admin/doctors/manage_doctor.php的id参数发现了一个SQL注入漏洞。|CVE-2022-25004| | | | | | | | 
TotoLink A3100R 命令注入漏洞|CNNVD-202202-1848|2022-02-24|2022-03-24| |超危|命令注入|TotoLink A3100R是中国TotoLink公司的一系列无线路由器。 TOTOLink A3100R存在命令注入漏洞，该漏洞源于TOTOLink A3100R V4.1.2cu.5050_B20200504 被发现在“Main”函数中包含命令注入漏洞。 此漏洞允许攻击者通过 QUERY_STRING 参数执行任意命令。|CVE-2022-25077| | | | | | | | 
TotoLink A810R 命令注入漏洞|CNNVD-202202-1885|2022-02-24|2022-03-24| |超危|命令注入|TotoLink A810R是中国TotoLink公司的一款无线双频路由器。 TOTOLink A810R V4.1.2cu.5182_B20201026 存在安全漏洞，该漏洞源于Main函数中存在一个命令注入漏洞。该漏洞允许攻击者通过QUERY_STRING参数执行任意命令。|CVE-2022-25079| | | | | | | | 
ECTouch 安全漏洞|CNNVD-202202-1846|2022-02-24|2022-03-10| |超危|其他|ECTouch是一个应用软件。一个开源手机商城系统，打造企业专属的移动商城。 ECTouch 存在安全漏洞，该漏洞源于 ECTouch v2 因文件名参数过滤不充分而导致文件被任意删除。|CVE-2022-25098| | | | | | | | 
Watchguard WatchGuard Firebox 安全漏洞|CNNVD-202202-1838|2022-02-24|2022-03-10| |中危|其他|Watchguard WatchGuard Firebox是美国Watchguard公司的提供全面的网路安全服务，从传统的IPS、GAV，网站/ 应用程式控制及恶意软体防范。 WatchGuard Firebox 存在安全漏洞，该漏洞源于产品允许具有非特权凭据的经过身份验证的远程攻击者检索证书私钥。|CVE-2022-25290| | | | | | | | 
IBM WebSphere Application Server安全漏洞|CNNVD-202202-1887|2022-02-24|2022-07-12| |中危|其他|IBM WebSphere Application Server（WAS）是美国IBM公司的一款应用服务器产品。该产品是JavaEE和Web服务应用程序的平台，也是IBMWebSphere软件平台的基础。 IBM WebSphere Application Server 9.0版本和IBM WebSphere Application Server Liberty 17.0.0.3至22.0.0.2版本存在安全漏洞，该漏洞允许远程攻击者劫持受害者的单击动作，诱导受害者访问恶意网站。|CVE-2021-39038| | | | | | | | 
Cuppa CMS 访问控制错误漏洞|CNNVD-202202-1836|2022-02-24|2022-03-10| |高危|授权问题|CuppaCMS是一套内容管理系统（CMS）。 Cuppa CMS 中存在访问控制错误漏洞，该漏洞源于产品的文件拷贝函数允许将任意文件拷贝至当前目录。攻击者可通过该漏洞读取任意文件。以下产品及版本受到影响：Cuppa CMS 1.0。|CVE-2022-25401| | | | | | | | 
Blender 输入验证错误漏洞|CNNVD-202202-1899|2022-02-24|2022-08-10| |高危|输入验证错误|Blender是一个专业的自由及开放源代码三维计算机图形软件。 Blender 3.x 和 2.93.8 存在输入验证错误漏洞，攻击者可利用该漏洞导致拒绝服务、内存损坏或潜在的代码执行。|CVE-2022-0546| | | | | | | | 
TotoLink A950Rg 命令注入漏洞|CNNVD-202202-1867|2022-02-24|2022-03-24| |超危|命令注入|TotoLink A950Rg是中国TotoLink公司的一款超世代 Giga 无线路由器。 TOTOLink A950RG V5.9c.4050_B20190424 和V4.1.2cu.5204_B20210112 存在安全漏洞，该漏洞源于"Main"函数中存在命令注入漏洞。该漏洞允许攻击者通过QUERY_STRING 参数执行任意命令。|CVE-2022-25082| | | | | | | | 
Tongda2000 SQL注入漏洞|CNNVD-202202-1834|2022-02-24|2022-03-04| |超危|SQL注入|Tongda2000是中国通达（Tongda）公司的一套网络智能办公系统。 Tongda2000 中存在SQL注入漏洞，该漏洞源于产品未对delete.php文件DELETE_STR参数中的特殊字符进行有效过滤。攻击者可通过该漏洞执行恶意SQL语句。以下产品及版本受到影响：Tongda2000 v11.10 版本。|CVE-2022-25404| | | | | | | | 
components-react 跨站脚本漏洞|CNNVD-202202-1886|2022-02-24|2022-03-10| |中危|跨站脚本|components-react是一组React组件，可帮助为 Web 应用程序创建直观、响应迅速且易于访问的用户体验。 @awsui/components-react 3.0.367之前的版本存在跨站脚本漏洞，该漏洞可能会允许javascript注入。|CVE-2022-24709| | | | | | | | 
WatchGuard Firebox 输入验证错误漏洞|CNNVD-202202-1839|2022-02-24|2022-03-10| |高危|输入验证错误|Watchguard WatchGuard Firebox是美国Watchguard公司的提供全面的网路安全服务，从传统的IPS、GAV，网站/ 应用程式控制及恶意软体防范。 多款 WatchGuard 产品中存在输入验证错误漏洞，该漏洞源于产品未对整数类型的内存边界进行有效限制。攻击者可通过该漏洞导致缓冲区溢出，并可能通过使用恶意升级映像启动固件更新来执行任意代码。|CVE-2022-25291| | | | | | | | 
ImageMagick 代码问题漏洞|CNNVD-202202-1924|2022-02-24|2022-05-17| |中危|代码问题|Imagemagick Studio ImageMagick是美国ImageMagick Studio（Imagemagick Studio）公司的一套开源的图像处理软件。该软件可读取、转换或写入多种格式的图片。 ImageMagick存在安全漏洞，该漏洞源于在coders svg.c中的ReadSVGImage()中发现了一个空指针解引用缺陷。这个问题是由于没有检查libxml2的xmlCreatePushParserCtxt()的返回值，并直接使用该值，这会导致崩溃和分段错误。|CVE-2021-3596| | | | | | | | 
Blender 数字错误漏洞|CNNVD-202202-1902|2022-02-24|2022-07-08| |中危|数字错误|Blender是一个专业的自由及开放源代码三维计算机图形软件。 Blender存在数字错误漏洞，该漏洞允许攻击者可利用该漏洞使用精心制作的DDS图像文件读取敏感数据。|CVE-2022-0544| | | | | | | | 
Tenda AC9 缓冲区错误漏洞|CNNVD-202202-1828|2022-02-24|2022-03-10| |超危|缓冲区错误|Tenda AC9是中国腾达（Tenda）公司的一款无线路由器。 Tenda AC9 V15.03.2.21_cn存在安全漏洞，该漏洞源于savparentcontrollinfo函数包含堆栈溢出。|CVE-2022-25417| | | | | | | | 
FileCloud 信息泄露漏洞|CNNVD-202202-1856|2022-02-24|2022-03-10| |中危|信息泄露|FileCloud是美国FileCloud公司的一个超安全的内容协作平台。提供行业领先的合规性、数据治理、数据泄漏保护、数据保留和数字版权管理功能。 FileCloud 存在安全漏洞，该漏洞源于21.3之前的所有版本的FileCloud都容易受到用户枚举的攻击。攻击者可利用该漏洞通过请求指定共享路径上的共享信息来识别用户的存在。|CVE-2022-24633| | | | | | | | 
RosarioSis 跨站脚本漏洞|CNNVD-202202-1875|2022-02-24|2022-03-04| |中危|跨站脚本|RosarioSis是一个免费和开源的学生信息系统。用于管理学生，创建报告并做出正确的决策。 RosarioSIS 7.6.1之前的版本存在跨站脚本漏洞，该漏洞允许远程恶意用户注入任意JavaScript或HTML。|CVE-2021-44565| | | | | | | | 
Audio File Library 安全漏洞|CNNVD-202202-1864|2022-02-24|2022-03-10| |中危|其他|Audio File Library（又名audiofile）是一款音频文件库。 Audio File Library 0.3.6 版本存在安全漏洞，该漏洞源于printfileinfo中存在一个内存泄漏漏洞，该漏洞允许攻击者通过一个精心制作的文件来泄漏敏感信息。|CVE-2022-24599| | | | | | | | 
Accounting Journal Management 跨站脚本漏洞|CNNVD-202202-1861|2022-02-24|2022-03-10| |中危|跨站脚本|Accounting Journal Management是一个简单的 PHP题为带有试算表的会计日记帐管理系统。 Accounting Journal Management 存在安全漏洞，该漏洞源于会计期刊管理系统1.0容易被xss - phpsessid劫持。攻击者可利用该漏洞通过使用他在网络内外已经拥有的会话来攻击系统。|CVE-2022-24582| | | | | | | | 
TotoLink A3000RU命令注入漏洞|CNNVD-202202-1854|2022-02-24|2022-03-24| |超危|命令注入|TotoLink A3000Ru是中国TotoLink公司的一款无线路由器。 TOTOLink A3000RU V5.9c.2280_B20180512 存在安全漏洞，该漏洞源于TOTOLink A3000RU V5.9c.2280B20180512在"Main"函数中发现命令注入漏洞。攻击者可利用该漏洞通过QUERY STRING参数执行任意命令。|CVE-2022-25075| | | | | | | | 
WordPress plugin WP Statistics SQL注入漏洞|CNNVD-202202-1898|2022-02-24|2022-03-16| |高危|SQL注入|WordPress是Wordpress基金会的一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin WP Statistics 存在SQL注入漏洞，攻击者可利用该漏洞在没有身份验证的情况下注入任意SQL查询以获取敏感信息。|CVE-2022-0651| | | | | | | | 
FATEK Automation FvDesigner 缓冲区错误漏洞|CNNVD-202202-1938|2022-02-24|2022-03-11| |高危|缓冲区错误|FATEK Automation FvDesigner是FATEK 的一个人机交互设备。 FATEK Automation FvDesigner存在缓冲区错误漏洞，该漏洞源于在处理项目文件时，受影响的产品容易发生基于堆栈的缓冲区溢出，这可能允许攻击者可利用该漏洞执行任意代码。|CVE-2022-25170| | | | | | | | 
radare2 资源管理错误漏洞|CNNVD-202202-1817|2022-02-24|2022-03-28| |中危|资源管理错误|radare2是一套用于处理二进制文件的库和工具。 radare2 5.6.4之前版本存在安全漏洞，该漏洞源于软件代码中缺少对数组的初始化赋值，攻击者可以利用此漏洞实现拒绝服务。|CVE-2022-0695| | | | | | | | 
FUEL CMS 跨站脚本漏洞|CNNVD-202202-1873|2022-02-24|2022-03-04| |中危|跨站脚本|FUEL CMS是一款基于Codelgniter框架的内容管理系统（CMS）。 FUEL CMS 1.5.1 存在跨站脚本漏洞，该漏洞源于WEB应用缺少对客户端数据的正确验证。攻击者可利用该漏洞执行客户端代码。|CVE-2021-44607| | | | | | | | 
Tenda AC9 缓冲区错误漏洞|CNNVD-202202-1827|2022-02-24|2022-03-10| |超危|缓冲区错误|Tenda AC9是中国腾达（Tenda）公司的一款无线路由器。 Tenda AC9 V15.03.2.21_cn存在安全漏洞，该漏洞源于openSchedWifi函数存在堆栈溢出。|CVE-2022-25418| | | | | | | | 
WordPress plugin Essential Addons for Elementor Lite 跨站脚本漏洞|CNNVD-202202-1897|2022-02-24|2022-03-10| |中危|跨站脚本|WordPress是Wordpress基金会的一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是WordPress开源的一个应用插件。 WordPress plugin Essential Addons for Elementor Lite 存在安全漏洞，该漏洞允许攻击者注入任意web脚本，当用户点击一个专门制作的链接时可执行。|CVE-2022-0683| | | | | | | | 
Imagemagick Studio ImageMagick 缓冲区错误漏洞|CNNVD-202202-1921|2022-02-24|2022-03-11| |高危|缓冲区错误|Imagemagick Studio ImageMagick是美国ImageMagick Studio（Imagemagick Studio）公司的一套开源的图像处理软件。该软件可读取、转换或写入多种格式的图片。 ImageMagick存在缓冲区错误漏洞，该漏洞源于在编码器tiff.c中的ReadTIFFImage()中发现了一个基于堆的缓冲区溢出漏洞。此问题是由于像素数组大小设置错误，可能导致崩溃和分割故障。|CVE-2021-3610| | | | | | | | 
WeBankPartners wecube-platform 路径遍历漏洞|CNNVD-202202-1868|2022-02-24|2022-03-10| |高危|路径遍历|WeCube是一套开源的，一站式 It 架构管理和运维管理工具。用于简化分布式架构 It 管理，并可以通过插件进行功能扩展。 WeBankPartners wecube-platform 3.2.1版本存在安全漏洞，该漏洞源于PluginPackageController.java存在目录遍历漏洞。|CVE-2021-45746| | | | | | | | 
FATEK Automation FvDesigner 缓冲区错误漏洞|CNNVD-202202-1934|2022-02-24|2022-03-11| |高危|缓冲区错误|FATEK Automation FvDesigner是FATEK 的一个人机交互设备。 FATEK Automation FvDesigner存在缓冲区错误漏洞，该漏洞源于在处理项目文件时发生越界写入，这使得攻击者可利用该漏洞可以创建一个允许任意代码执行的项目文件。|CVE-2022-23985| | | | | | | | 
HPE OneView Global Dashboard 跨站脚本漏洞|CNNVD-202202-1936|2022-02-24|2022-03-10| |中危|跨站脚本|HPE OneView Global Dashboard（OVGD）是美国惠普企业公司（Hewlett Packard Enterprise，hpe）的一套仪表板解决方案。 HPE OneView Global Dashboard存在安全漏洞，该漏洞源于在HPE OneView Global Dashboard版本中发现一个远程跨站点脚本漏洞:2.5之前版本。|CVE-2021-29216| | | | | | | | 
Sourcecodester Hospital Patient Records Management System 安全漏洞|CNNVD-202202-1895|2022-02-24|2022-03-10| |高危|其他|Sourcecodester Hospital Patient Records Management System是一个基于 Web 的应用程序，为医院提供了一个自动化平台来存储和管理其患者记录。 Hospital Patient Record Management System v1.0 存在安全漏洞，该漏洞允许攻击者通过精心制作的PHP文件执行任意代码。|CVE-2022-24232| | | | | | | | 
TotoLink A800R 命令注入漏洞|CNNVD-202202-1849|2022-02-24|2022-03-24| |超危|命令注入|TotoLink A800R是中国TotoLink公司的一款无线路由器。 TOTOLink A800R 存在命令注入漏洞，该漏洞源于TOTOLink A800R V4.1.2cu.5137_B20200730 被发现在“Main”函数中包含命令注入漏洞。 此漏洞允许攻击者通过 QUERY_STRING 参数执行任意命令。|CVE-2022-25076| | | | | | | | 
TotoLink T10 命令注入漏洞|CNNVD-202202-1869|2022-02-24|2022-03-24| |超危|命令注入|TotoLink T10是中国TotoLink公司的一款无线网路系统路由器。 TOTOLink T10 V5.9c.5061_B20200511 存在安全漏洞，该漏洞源于Main函数存在命令注入漏洞。该漏洞允许攻击者通过QUERY_STRING参数执行任意命令。|CVE-2022-25081| | | | | | | | 
TotoLink A3600R 命令注入漏洞|CNNVD-202202-1847|2022-02-24|2022-03-24| |超危|命令注入|TotoLink A3600R是中国TotoLink公司的一款 6 天线 1200M 无线路由器。 TOTOLink A3600R 存在命令注入漏洞，该漏洞源于TOTOLink A3600R V4.1.2cu.5182_B20201102 被发现在“Main”函数中包含命令注入漏洞。 此漏洞允许攻击者通过 QUERY_STRING 参数执行任意命令。|CVE-2022-25078| | | | | | | | 
Subrion CMS 跨站脚本漏洞|CNNVD-202202-1878|2022-02-24|2022-03-03| |中危|跨站脚本|Subrion CMS是Subrion团队的一套基于PHP的内容管理系统（CMS）。该系统可被集成到网站，并支持多种扩展插件等。 Subrion CMS 4.2.1版本及之前版本存在跨站脚本漏洞，该漏洞存在于通过SGV文件创建管理帐户的页面功能中。|CVE-2021-43724| | | | | | | | 
QNAP QTS Proxy Server 跨站脚本漏洞|CNNVD-202202-2052|2022-02-25|2022-03-10| |中危|跨站脚本|Qnap Systems QNAP QTS是中国威联通（Qnap Systems）公司的一款类似SAN存储架构的数据存储设备。该设备支持分层存储、镜像保护等保障功能。 QNAP QTS Proxy Server 存在跨站脚本漏洞，该漏洞源于用户提供的数据没有充分处理。远程攻击者可以欺骗受害者跟踪一个特别制作的链接，并在用户的浏览器中执行任意的HTML和脚本代码，以攻击脆弱的网站。|CVE-2021-34359| | | | | | | | 
JetBrains TeamCity 授权问题漏洞|CNNVD-202202-2040|2022-02-25|2022-03-10| |中危|授权问题|Jetbrains JetBrains TeamCity是捷克JetBrains（Jetbrains）公司的一套分布式构建管理和持续集成工具。该工具提供持续单元测试、代码质量分析和构建问题分析报告等功能。 JetBrains TeamCity 中存在授权问题漏洞，该漏洞源于产品未对用户身份进行有效验证。未经身份验证的攻击者可利用该漏洞可以通过向TeamCity服务器发出XML-RPC请求来取消正在运行的构建。以下产品及版本受到影响：JetBrains TeamCity 2021.2.1 之前版本。|CVE-2022-24336| | | | | | | | 
JetBrains TeamCity 代码问题漏洞|CNNVD-202202-2037|2022-02-25|2022-03-10| |超危|代码问题|Jetbrains JetBrains TeamCity是捷克JetBrains（Jetbrains）公司的一套分布式构建管理和持续集成工具。该工具提供持续单元测试、代码质量分析和构建问题分析报告等功能。 JetBrains TeamCity 中存在代码问题漏洞，该漏洞源于产品未能正确解析配置文件。攻击者可通过该漏洞导致外部实体注入。以下产品及版本受到影响：JetBrains TeamCity 2021.2.1 之前版本。|CVE-2022-24340| | | | | | | | 
Tor Browser 安全漏洞|CNNVD-202202-2081|2022-02-25|2022-03-11| |中危|其他|Tor Browser是一款用于匿名访问互联网的浏览器。 Tor Browser 存在安全漏洞，该漏洞可以让本地攻击者可利用该漏洞绕过预期的匿名特性，并获得有关本地用户访问的洋葱服务的信息。这可以通过在本地用户使用产品几个小时后分析RAM内存来完成。这是因为产品没有正确释放内存。|CVE-2021-46702| | | | | | | | 
Hayageek Jquery Upload File跨站脚本漏洞|CNNVD-202202-2067|2022-02-25|2022-03-10| |中危|跨站脚本|Hayageek Jquery Upload File是Hayageek个人开发者的一款基于jQuery的文件上传插件。 Hayageek Jquery Upload File v4.0.11版本存在安全漏洞，攻击者可利用该漏洞通过文件名中包含Javascript负载的特制文件执行任意web脚本或HTML。|CVE-2021-37504| | | | | | | | 
EyesOfNetwork 跨站脚本漏洞|CNNVD-202202-2032|2022-02-25|2022-03-07| |中危|跨站脚本|EyesOfNetwork（EON）是EyesOfNetwork社区的一套开源的、免费的IT监控解决方案。该方案提供业务流程配置工具、在活动队列中发生事件时生成弹出窗口等功能。 EyesOfNetwork 存在跨站脚本漏洞，该漏洞源于 EyesOfNetwork 5.3.11 的 ITSM 模块上传包含 XSS 的 XML 文件，从而生成存储的 XSS。|CVE-2022-24612| | | | | | | | 
Dolibarr 安全漏洞|CNNVD-202202-2047|2022-02-25|2022-03-10| |中危|其他|Dolibarr是一个应用软件。一个现代软件包，可帮助管理您组织的活动。 Dolibarr 中存在安全漏洞，该漏洞源于产品中存在Business逻辑错误。以下产品及版本受到影响：Dolibarr 16.0 版本及之前版本。|CVE-2022-0746| | | | | | | | 
JetBrains YouTrack 跨站脚本漏洞|CNNVD-202202-2034|2022-02-25|2022-03-07| |中危|跨站脚本|JetBrains YouTrack是捷克JetBrains公司的一套基于浏览器的错误跟踪和项目管理软件。该软件具有错误跟踪、创建工作流程和监控项目进度等功能。 JetBrains YouTrack 存在跨站脚本漏洞，该漏洞源于 JetBrains YouTrack 容易受到通知模板页面上存储的 XSS 的攻击。|CVE-2022-24344| | | | | | | | 
Notimoo 跨站脚本漏洞|CNNVD-202202-2066|2022-02-25|2022-03-11| |中危|跨站脚本|Notimoo是为 Web 开发人员提供了一种向用户显示通知的方法。 UIPaquitoSoftware Notimoo v1.2版本存在跨站脚本漏洞，攻击者可利用该漏洞通过通知中精心编制的标题或消息执行任意web脚本或HTML。|CVE-2021-42244| | | | | | | | 
HUAWEI EMUI 安全漏洞|CNNVD-202202-2074|2022-02-25|2022-03-10| |高危|其他|Huawei HUAWEI EMUI是中国华为（Huawei）公司的一款基于Android开发的移动端操作系统。 HUAWEI EMUI 存在安全漏洞，成功利用此漏洞可能导致随机地址访问。|CVE-2021-22437| | | | | | | | 
Apache Airflow 跨站脚本漏洞|CNNVD-202202-1939|2022-02-25|2022-03-07| |中危|跨站脚本|Apache Airflow是美国阿帕奇（Apache）基金会的一套用于创建、管理和监控工作流程的开源平台。该平台具有可扩展和动态监控等特点。 Apache Airflow存在跨站脚本漏洞，该漏洞的存在是由于通过URL中的Origin参数传递的用户提供的数据没有足够的杀毒处理。远程攻击者可利用该漏洞可以欺骗受害者跟踪一个特别制作的链接，并在用户的浏览器中执行任意的HTML和脚本代码，以攻击脆弱的网站。该漏洞允许远程攻击者可利用该漏洞执行跨站点脚本(XSS)攻击。|CVE-2021-45229| | | | | | | | 
JetBrains Hub 代码问题漏洞|CNNVD-202202-2058|2022-02-25|2022-03-11| |超危|代码问题|JetBrains Hub是捷克JetBrains公司的一款基于Web的应用程序。该程序能够将多种JetBrains团队工具集成到一起。 JetBrains Hub 2021.1.14276之前版本存在代码问题漏洞，该漏洞源于软件缺少对于请求伪造的验证，很容易受到服务器端请求伪造(SSRF)的攻击。|CVE-2022-25260| | | | | | | | 
JetBrains YouTrack 安全漏洞|CNNVD-202202-2031|2022-02-25|2022-03-10| |中危|其他|JetBrains YouTrack是捷克JetBrains公司的一套基于浏览器的错误跟踪和项目管理软件。该软件具有错误跟踪、创建工作流程和监控项目进度等功能。 JetBrains YouTrack 存在安全漏洞，该漏洞源于JetBrains YouTrack 中，具有只读权限的用户可以设置自定义徽标。|CVE-2022-24343| | | | | | | | 
JetBrains TeamCity 访问控制错误漏洞|CNNVD-202202-2044|2022-02-25|2022-03-16| |中危|授权问题|JetBrains TeamCity是捷克JetBrains公司的一套分布式构建管理和持续集成工具。该工具提供持续单元测试、代码质量分析和构建问题分析报告等功能。 JetBrains TeamCity 中存在访问控制错误漏洞，该漏洞源于产品未对Agent Push功能的权限进行有效限制。攻击者可通过该漏洞获得服务器上的任何私钥。以下产品及版本受到影响：JetBrains TeamCity 2021.2.1 之前版本。|CVE-2022-24334| | | | | | | | 
JetBrains TeamCity 授权问题漏洞|CNNVD-202202-2045|2022-02-25|2022-03-10| |超危|授权问题|Jetbrains JetBrains TeamCity是捷克JetBrains（Jetbrains）公司的一套分布式构建管理和持续集成工具。该工具提供持续单元测试、代码质量分析和构建问题分析报告等功能。 JetBrains TeamCity 中存在授权问题漏洞，该漏洞源于产品允许伪造GITLAB身份验证。以下产品及版本受到影响：JetBrains TeamCity 2021.1.4 之前版本。|CVE-2022-24331| | | | | | | | 
JetBrains TeamCity 代码问题漏洞|CNNVD-202202-2041|2022-02-25|2022-03-10| |高危|代码问题|Jetbrains JetBrains TeamCity是捷克JetBrains（Jetbrains）公司的一套分布式构建管理和持续集成工具。该工具提供持续单元测试、代码质量分析和构建问题分析报告等功能。 JetBrains TeamCity 中存在代码问题漏洞，该漏洞源于产品在进行代理注册时未有效处理Time-of-check/Time-of-use的关系。攻击者可通过该漏洞引起竞争条件攻击。以下产品及版本受到影响：JetBrains TeamCity 2021.2 之前版本。|CVE-2022-24335| | | | | | | | 
waline 安全漏洞|CNNVD-202202-2030|2022-02-25|2022-03-10| |中危|其他|waline是一个简单的评论系统，带有来自Valine的后端支持分支。 waline 存在安全漏洞，该漏洞源于 waline 1.6.1 中，攻击者可以使用 X-Forwarded-For 提交消息来伪造任何 IP 地址。|CVE-2022-24594| | | | | | | | 
JetBrains IntelliJ IDEA 安全漏洞|CNNVD-202202-2054|2022-02-25|2022-03-10| |超危|其他|Jetbrains JetBrains IntelliJ IDEA是捷克JetBrains（Jetbrains）公司的一套适用于Java语言的集成开发环境。 JetBrains IntelliJ IDEA 存在安全漏洞，该漏洞源于软件中后端服务开放了不期望开放的端口。|CVE-2021-45977| | | | | | | | 
Weblate 跨站脚本漏洞|CNNVD-202202-2077|2022-02-25|2022-03-09| |中危|跨站脚本|Weblate是一个 Copyleft 的基于 web 的自由软件持续本地化系统。 Weblate存在跨站脚本漏洞，该漏洞源于4.11之前的版本没有正确地中和用户名和语言字段中使用的用户输入。由于这种不适当的中和，可能会通过这些字段执行跨站点脚本编写。|CVE-2022-24710| | | | | | | | 
JetBrains YouTrack 注入漏洞|CNNVD-202202-2063|2022-02-25|2022-03-11| |超危|注入|JetBrains YouTrack是捷克JetBrains公司的一套基于浏览器的错误跟踪和项目管理软件。该软件具有错误跟踪、创建工作流程和监控项目进度等功能。 JetBrains YouTrack 2021.4.40426之前版本存在注入漏洞，攻击者可利用该漏洞执行SSTI(服务器端模板注入)攻击。|CVE-2022-24442| | | | | | | | 
